2719	3274
3274	2719
3302	3217
3217	3302
3000	3174
3174	3000
3335	2781
2781	3335
1405	2752
2752	1405
2718	2758
2758	2718
3365	3395
3395	3365
2910	2782
2782	2910
3207	3154
3154	3207
2960	2676
2676	2960
3099	3349
3349	3099
3293	2945
2945	3293
3316	3206
3206	3316
3218	3122
3122	3218
3184	3315
3315	3184
2989	3378
3378	2989
3433	3238
3238	3433
2833	3381
3381	2833
3320	3116
3116	3320
1450	3179
3179	1450
3001	2934
2934	3001
3291	3107
3107	3291
2886	3322
3322	2886
2763	3023
3023	2763
2986	3114
3114	2986
3328	3157
3157	3328
2690	3349
3349	2690
3024	2727
2727	3024
3149	2946
2946	3149
3350	3302
3302	3350
3412	3295
3295	3412
2694	2988
2988	2694
3320	3191
3191	3320
2911	2669
2669	2911
3241	3371
3371	3241
3182	3298
3298	3182
2731	2981
2981	2731
3149	3047
3047	3149
3313	2958
2958	3313
3207	2990
2990	3207
2690	2735
2735	2690
2872	2755
2755	2872
3046	2785
2785	3046
2989	3252
3252	2989
2737	2775
2775	2737
3280	3172
3172	3280
2661	2785
2785	2661
3252	3152
3152	3252
3422	2796
2796	3422
2755	3065
3065	2755
3419	3146
3146	3419
2909	2906
2906	2909
2916	2985
2985	2916
3117	2759
2759	3117
3076	3378
3378	3076
3139	2663
2663	3139
2916	3054
3054	2916
2877	2956
2956	2877
3087	3395
3395	3087
2730	3177
3177	2730
3096	2782
2782	3096
3054	2915
2915	3054
3256	3167
3167	3256
3116	2828
2828	3116
2887	2862
2862	2887
3248	2858
2858	3248
2852	2943
2943	2852
2757	2969
2969	2757
2877	3073
3073	2877
3207	3086
3086	3207
3245	3205
3205	3245
3075	2950
2950	3075
2676	2969
2969	2676
3124	3196
3196	3124
2694	3364
3364	2694
3145	3261
3261	3145
2777	3078
3078	2777
3321	3239
3239	3321
2778	3225
3225	2778
3115	2875
2875	3115
2944	3387
3387	2944
3046	3345
3345	3046
3348	3052
3052	3348
3145	3386
3386	3145
3029	2680
2680	3029
3277	3316
3316	3277
3102	2770
2770	3102
3104	2956
2956	3104
3036	2981
2981	3036
3082	3386
3386	3082
3328	3144
3144	3328
2937	2845
2845	2937
2676	3195
3195	2676
2738	3084
3084	2738
3046	3248
3248	3046
2849	3152
3152	2849
2909	3250
3250	2909
2966	3054
3054	2966
3377	3170
3170	3377
2996	3027
3027	2996
2894	2733
2733	2894
3049	3113
3113	3049
2939	3113
3113	2939
3256	3418
3418	3256
3232	2866
2866	3232
3051	3224
3224	3051
3117	3022
3022	3117
2694	2896
2896	2694
2945	2867
2867	2945
3033	3390
3390	3033
3047	2873
2873	3047
2863	3252
3252	2863
2694	3301
3301	2694
1666	2707
2707	1666
3295	3154
3154	3295
3098	2864
2864	3098
2730	2955
2955	2730
3386	2836
2836	3386
3049	3344
3344	3049
3364	2988
2988	3364
3386	3406
3406	3386
2827	2669
2669	2827
2708	3079
3079	2708
2759	3383
3383	2759
2849	3252
3252	2849
2706	3237
3237	2706
3385	2883
2883	3385
3259	2686
2686	3259
2716	3038
3038	2716
3046	2742
2742	3046
3079	3160
3160	3079
3252	2992
2992	3252
3019	2845
2845	3019
3419	3035
3035	3419
3182	3386
3386	3182
3259	3365
3365	3259
2951	2825
2825	2951
2777	2679
2679	2777
3285	3356
3356	3285
3255	2744
2744	3255
3339	3078
3078	3339
2853	3381
3381	2853
2694	3426
3426	2694
3394	2944
2944	3394
3252	3150
3150	3252
3426	2985
2985	3426
3345	3058
3058	3345
2765	3330
3330	2765
3089	3209
3209	3089
2907	3073
3073	2907
2778	3350
3350	2778
2665	2921
2921	2665
2996	3196
3196	2996
2719	3344
3344	2719
3300	3229
3229	3300
3387	2867
2867	3387
2711	3177
3177	2711
2782	3084
3084	2782
3231	2809
2809	3231
2729	2873
2873	2729
3360	3150
3150	3360
2890	3387
3387	2890
3021	3082
3082	3021
3234	2782
2782	3234
2936	3291
3291	2936
2730	3366
3366	2730
2944	2786
2786	2944
2679	3363
3363	2679
2786	3000
3000	2786
3021	2674
2674	3021
2987	3158
3158	2987
3117	3000
3000	3117
3090	2757
2757	3090
3369	2932
2932	3369
2750	3073
3073	2750
2758	3154
3154	2758
3291	3330
3330	3291
3184	2906
2906	3184
2666	2786
2786	2666
3002	3186
3186	3002
3417	2874
2874	3417
3047	2717
2717	3047
3047	3040
3040	3047
3342	2720
2720	3342
2839	3433
3433	2839
3064	2782
2782	3064
3277	2901
2901	3277
3049	3102
3102	3049
2883	3258
3258	2883
3280	2716
2716	3280
2674	3097
3097	2674
3399	3433
3433	3399
2944	2683
2683	2944
3330	2719
2719	3330
2738	3090
3090	2738
3102	3201
3201	3102
3176	3161
3161	3176
2894	3280
3280	2894
2773	2681
2681	2773
3347	3267
3267	3347
2996	3431
3431	2996
3082	3391
3391	3082
3320	2846
2846	3320
2679	2873
2873	2679
2843	3385
3385	2843
3350	2869
2869	3350
3120	2765
2765	3120
2913	2910
2910	2913
2916	2689
2689	2916
3233	3370
3370	3233
3102	3035
3035	3102
3256	2955
2955	3256
2985	3348
3348	2985
3000	2953
2953	3000
2795	3048
3048	2795
3360	3035
3035	3360
3145	3182
3182	3145
3371	3410
3410	3371
2904	2833
2833	2904
2728	3168
3168	2728
3347	3350
3350	3347
3434	2733
2733	3434
3145	3172
3172	3145
2877	2782
2782	2877
2916	2782
2782	2916
3406	3224
3224	3406
2905	3014
3014	2905
2919	3073
3073	2919
3013	2687
2687	3013
3206	2937
2937	3206
2916	2664
2664	2916
2756	3238
3238	2756
3420	3086
3086	3420
2694	3384
3384	2694
3060	2950
2950	3060
2711	2989
2989	2711
2927	2749
2749	2927
2781	3221
3221	2781
3090	3078
3078	3090
3289	2819
2819	3289
3351	2853
2853	3351
3406	3034
3034	3406
3078	2974
2974	3078
2729	3104
3104	2729
3196	3221
3221	3196
3314	2670
2670	3314
3173	2946
2946	3173
3129	2931
2931	3129
3226	2676
2676	3226
3001	2947
2947	3001
2731	2683
2683	2731
3120	3169
3169	3120
2768	3020
3020	2768
2730	2844
2844	2730
3117	3020
3020	3117
2782	3387
3387	2782
3152	2674
2674	3152
3366	3027
3027	3366
2742	3360
3360	2742
2781	2958
2958	2781
2742	3007
3007	2742
2849	3321
3321	2849
2988	2874
2874	2988
2849	2970
2970	2849
3117	3339
3339	3117
3346	3002
3002	3346
2960	2867
2867	2960
2778	3179
3179	2778
3406	2772
2772	3406
3000	2839
2839	3000
3351	3357
3357	3351
2758	3255
3255	2758
2694	2717
2717	2694
3426	2717
2717	3426
3263	3205
3205	3263
2661	3344
3344	2661
2702	3211
3211	2702
2778	2853
2853	2778
2771	3424
3424	2771
2872	2985
2985	2872
3064	3195
3195	3064
3426	2916
2916	3426
3291	3275
3275	3291
3302	2992
2992	3302
3022	3064
3064	3022
3107	2702
2702	3107
2987	2956
2956	2987
3056	2928
2928	3056
2750	3056
3056	2750
2778	2672
2672	2778
3054	3078
3078	3054
3145	3118
3118	3145
2967	3092
3092	2967
3326	3027
3027	3326
2716	3276
3276	2716
3351	2674
2674	3351
2716	2712
2712	2716
3247	3201
3201	3247
3191	3313
3313	3191
2846	3352
3352	2846
3342	2955
2955	3342
2951	3001
3001	2951
3403	3110
3110	3403
3385	2932
2932	3385
2986	3064
3064	2986
2897	2916
2916	2897
2750	3284
3284	2750
3384	2666
2666	3384
2905	2956
2956	2905
2777	3108
3108	2777
2951	3100
3100	2951
3234	3213
3213	3234
3046	3188
3188	3046
2960	2880
2880	2960
3306	3162
3162	3306
3232	2669
2669	3232
3348	2866
2866	3348
2689	3387
3387	2689
3327	3366
3366	3327
2675	2999
2999	2675
3321	3422
3422	3321
3302	3024
3024	3302
3184	3193
3193	3184
3226	2910
2910	3226
2939	3150
3150	2939
2686	3395
3395	2686
1642	107
107	1642
2991	2719
2719	2991
2956	3195
3195	2956
2877	2873
2873	2877
2925	2966
2966	2925
3019	2860
2860	3019
3185	3150
3150	3185
3137	3400
3400	3137
3377	3396
3396	3377
2739	3415
3415	2739
2869	3340
3340	2869
3185	3111
3111	3185
3195	2664
2664	3195
2719	2796
2796	2719
3289	1450
1450	3289
2994	3174
3174	2994
3229	3153
3153	3229
3422	3274
3274	3422
2944	2969
2969	2944
2960	3065
3065	2960
2754	3226
3226	2754
2944	2928
2928	2944
2890	2866
2866	2890
3363	3250
3250	3363
3194	3175
3175	3194
2764	2822
2822	2764
2702	2686
2686	2702
3397	3256
3256	3397
2738	2945
2945	2738
2738	2896
2896	2738
3428	2807
2807	3428
2786	3228
3228	2786
2668	3276
3276	2668
3320	3353
3353	3320
2873	3052
3052	2873
2794	3073
3073	2794
2666	2815
2815	2666
3387	2993
2993	3387
3236	3385
3385	3236
2944	2867
2867	2944
3119	2750
2750	3119
3350	3051
3051	3350
2921	3002
3002	2921
2862	3084
3084	2862
3371	2713
2713	3371
3342	3299
3299	3342
2960	3117
3117	2960
3417	2839
2839	3417
3258	2937
2937	3258
3078	2839
2839	3078
3106	2901
2901	3106
2793	3332
3332	2793
3185	2950
2950	3185
3350	3396
3396	3350
2662	3192
3192	2662
3154	3070
3070	3154
3226	3040
3040	3226
3299	3013
3013	3299
2866	3084
3084	2866
3302	3097
3097	3302
2999	1642
1642	2999
3090	2710
2710	3090
2986	2786
2786	2986
3001	2870
2870	3001
2683	3158
3158	2683
2849	2904
2904	2849
3097	2858
2858	3097
3025	2837
2837	3025
2999	3253
3253	2999
3169	3330
3330	3169
3119	3104
3104	3119
2982	2703
2703	2982
3145	2936
2936	3145
2773	2666
2666	2773
3332	3179
3179	3332
3145	2753
2753	3145
2750	2810
2810	2750
2706	3362
3362	2706
2840	2734
2734	2840
3266	3308
3308	3266
2944	3324
3324	2944
3098	3064
3064	3098
3280	2992
2992	3280
3152	3027
3027	3152
2994	3348
3348	2994
2964	3062
3062	2964
3374	3110
3110	3374
2731	3166
3166	2731
3419	3204
3204	3419
3350	3019
3019	3350
3148	3254
3254	3148
3113	2796
2796	3113
2844	2904
2904	2844
3363	3135
3135	3363
3191	3106
3106	3191
2782	3213
3213	2782
3121	2805
2805	3121
3313	2819
2819	3313
2945	2977
2977	2945
1758	107
107	1758
3029	2890
2890	3029
2939	2833
2833	2939
3128	3322
3322	3128
3258	1505
1505	3258
2750	2864
2864	2750
2863	2661
2661	2863
3301	3129
3129	3301
2755	3084
3084	2755
2679	3142
3142	2679
3090	2994
2994	3090
3051	2868
2868	3051
3101	3017
3017	3101
3185	3039
3039	3185
3085	2896
2896	3085
2786	2698
2698	2786
2916	2911
2911	2916
3056	2743
2743	3056
3377	2881
2881	3377
2754	3234
3234	2754
2828	3113
3113	2828
2960	3153
3153	2960
2738	3362
3362	2738
2730	2690
2690	2730
2800	2754
2754	2800
2927	3052
3052	2927
3025	3363
3363	3025
3277	3330
3330	3277
3236	3032
3032	3236
2875	3172
3172	2875
3320	3386
3386	3320
2717	2956
